fav_number,statuses_count,followers_count,friends_count,favourites_count,listed_count,lang,label
518,40,13,385,0,0,2,1
18903,36,15,320,0,0,2,1
115,17,15,312,0,0,2,1
46,37,13,310,0,0,2,1
721,29,18,318,0,0,2,1
24,23,22,357,0,0,2,1
10772,48,20,330,0,0,2,1
0,39,26,360,0,0,2,1
12,42,19,330,0,0,2,1
1967,25,15,364,0,0,2,1
2892,34,12,346,0,0,2,1
19705,38,21,338,0,0,2,1
34278,61,28,530,0,0,2,1
2352,32,17,315,0,0,2,1
4637,39,18,305,0,0,2,1
583,56,20,539,0,0,2,1
0,60,22,528,0,0,2,1
14358,46,14,336,0,0,2,1
81,28,9,338,0,0,2,1
163,39,14,370,0,0,2,1
3699,28,14,321,0,0,2,1
706,36,22,314,0,0,2,1
14359,29,13,312,0,0,2,1
126,50,25,443,0,0,2,1
131,28,16,327,0,0,2,1
8,60,23,501,0,0,2,1
127,33,12,320,0,0,2,1
126805,51,18,403,0,0,2,1
5185,50,15,372,0,0,2,1
113,62,25,519,0,0,2,1
1719,50,23,539,0,0,2,1
10246,32,23,344,0,0,2,1
2550,33,20,348,0,0,2,1
58,38,14,315,0,0,2,1
522,57,27,520,0,0,2,1
293,29,8,344,0,0,2,1
1598,28,19,353,0,0,2,1
43,24,12,327,0,0,2,1
195,30,17,318,0,0,2,1
0,42,12,356,0,0,2,1
149,45,20,370,0,0,2,1
322,31,23,350,0,0,2,1
8,37,19,388,0,0,2,1
10077,41,18,333,0,0,2,1
1353,41,16,343,0,0,2,1
1014,37,21,336,0,0,2,1
7762,38,16,429,0,0,2,1
7984,27,12,312,0,0,2,1
216,46,11,408,0,0,2,1
9,34,16,319,0,0,2,1
25,28,13,346,0,0,2,1
71719,34,25,328,0,0,2,1
107,23,17,295,0,0,2,1
3460,30,19,304,0,0,2,1
9880,36,12,334,0,0,2,1
1304,31,24,379,0,0,2,1
365,42,14,347,0,0,2,1
18,27,10,336,0,0,2,1
1772,35,13,321,0,0,2,1
2291,31,21,335,0,0,2,1
988,20,15,353,0,0,2,1
0,37,16,373,0,0,2,1
122,31,13,329,0,0,2,1
12138,21,17,362,0,0,2,1
57,34,15,337,0,0,2,1
19,26,17,344,0,0,2,1
1,41,20,332,0,0,2,1
1248,35,16,334,0,0,2,1
9009,39,11,319,0,0,2,1
9399,29,8,342,0,0,2,1
1904,27,16,310,0,0,2,1
934,26,17,300,0,0,2,1
439,33,13,334,0,0,2,1
2511,39,18,312,0,0,2,1
8,42,24,349,0,0,2,1
12607,27,15,348,1,0,2,1
0,30,25,299,0,0,2,1
3475,42,14,348,0,0,2,1
8718,35,20,309,0,0,2,1
93,52,17,418,0,0,2,1
2,26,17,333,0,0,2,1
274,35,20,350,0,0,2,1
195,30,17,351,0,0,2,1
1878,44,10,394,0,0,2,1
2248,39,15,332,0,0,2,1
1151,41,16,311,0,0,2,1
497,36,14,332,0,0,2,1
0,35,14,273,0,0,2,1
1381,34,16,336,1,0,2,1
12,30,15,343,0,0,2,1
35,29,22,293,0,0,2,1
27,31,17,343,0,0,2,1
7015,33,12,302,0,0,2,1
5451,35,15,326,0,0,2,1
11209,36,18,328,0,0,2,1
108,50,11,355,0,0,2,1
501,21,11,329,0,0,2,1
186,33,20,322,0,0,2,1
86,25,12,311,0,0,2,1
32,33,10,276,0,0,2,1
3,36,12,350,0,0,2,1
1980,32,16,316,0,0,2,1
213,34,18,333,0,0,2,1
78,46,16,374,0,0,2,1
121,31,19,370,0,0,2,1
10840,24,7,321,0,0,2,1
1594,32,12,321,0,0,2,1
10316,34,13,330,0,0,2,1
140,48,20,412,0,0,2,1
0,39,23,371,0,0,2,1
1518,33,29,313,0,0,2,1
48282,42,22,312,0,0,2,1
1495,36,17,335,0,0,2,1
8559,31,19,337,0,0,2,1
2395,35,15,308,0,0,2,1
82107,20,11,354,0,0,2,1
16863,41,14,330,0,0,2,1
9226,35,14,327,0,0,2,1
2779,26,19,323,0,0,2,1
2665,26,17,325,0,0,2,1
7,42,9,333,0,0,2,1
22529,26,23,341,0,0,2,1
799,30,12,333,0,0,2,1
0,59,22,540,0,0,2,1
895,47,15,520,0,0,2,1
12770,53,17,536,0,0,2,1
27213,32,17,325,0,0,2,1
1285,34,23,354,0,0,2,1
8394,30,17,314,0,0,2,1
6490,32,18,302,0,0,2,1
21099,35,10,293,0,0,2,1
0,61,30,535,0,0,2,1
7670,29,20,333,0,0,2,1
8833,33,18,326,0,0,2,1
16251,33,13,314,0,0,2,1
3220,29,27,361,0,0,2,1
12,33,12,327,0,0,2,1
1547,36,15,322,0,0,2,1
9232,43,14,317,0,0,2,1
120,31,18,347,0,0,2,1
1711,16,15,322,0,0,2,1
8400,26,14,314,0,0,2,1
1348,30,13,307,0,0,2,1
23,32,17,319,0,0,2,1
1,48,14,361,0,0,2,1
4,26,17,313,0,0,2,1
5,40,15,338,0,0,2,1
19,26,14,323,0,0,2,1
44,30,10,292,0,0,2,1
4963,28,13,347,0,0,2,1
5268,27,20,299,0,0,2,1
108,19,21,276,0,0,2,1
5169,28,16,299,0,0,2,1
623,23,15,324,0,0,2,1
480,32,17,336,0,0,2,1
1687,23,19,310,0,0,2,1
65496,31,12,305,0,0,2,1
199,24,17,305,0,0,2,1
183,25,14,348,0,0,2,1
1430,30,17,295,0,0,2,1
8,34,22,286,0,0,2,1
1,38,23,323,0,0,2,1
0,37,25,323,0,0,2,1
2003,38,17,288,2,0,2,1
8685,54,23,517,0,0,2,1
6728,29,18,263,0,0,2,1
182,44,16,326,0,0,2,1
1,22,18,305,0,0,2,1
117,26,18,303,0,0,2,1
10830,29,18,324,0,0,2,1
41,36,21,313,0,0,2,1
0,35,15,294,0,0,2,1
12,28,25,318,0,0,2,1
20604,39,16,336,0,0,2,1
47910,44,17,323,0,0,2,1
780,24,32,265,0,0,2,1
8002,27,18,301,0,0,2,1
16704,35,18,314,0,0,2,1
43,31,17,322,0,0,2,1
3642,26,14,305,0,0,2,1
629,30,15,321,0,0,2,1
795,29,20,309,0,0,2,1
14260,35,16,306,0,0,2,1
3,33,9,298,0,0,2,1
1491,54,24,657,0,0,2,1
0,23,20,308,0,0,2,1
38,20,18,317,0,0,2,1
0,28,13,332,0,0,2,1
48,33,16,323,0,0,2,1
430,28,11,306,0,0,2,1
327,58,23,461,0,0,2,1
830,26,14,326,0,0,2,1
9664,32,32,326,0,0,2,1
791,32,15,328,0,0,2,1
20,21,16,288,0,0,2,1
0,57,22,468,0,0,2,1
0,33,17,326,0,0,2,1
0,28,24,320,0,0,2,1
0,35,15,321,0,0,2,1
5689,32,23,352,0,0,2,1
12239,32,22,351,0,0,2,1
4607,54,17,536,0,0,2,1
6235,16,10,306,0,0,2,1
2277,50,19,543,0,0,2,1
47952,29,16,292,0,0,2,1
29422,41,25,349,0,0,2,1
0,31,16,338,0,0,2,1
0,59,24,626,0,0,2,1
61,36,18,330,0,0,2,1
8523,31,19,315,0,0,2,1
18167,28,14,316,0,0,2,1
19243,60,20,527,0,0,2,1
0,36,18,286,0,0,2,1
673,26,19,311,0,0,2,1
474,61,19,494,0,0,2,1
15322,18,23,272,0,0,2,1
0,30,15,280,0,0,2,1
55933,22,14,260,0,0,2,1
0,26,13,273,0,0,2,1
0,29,18,309,0,0,2,1
122,55,23,624,0,0,2,1
0,58,48,481,0,0,2,1
0,54,31,536,1,0,2,1
0,28,16,325,0,0,2,1
1036,23,15,323,0,0,2,1
21211,32,21,326,0,0,2,1
25,35,18,310,0,0,2,1
549,20,9,334,0,0,2,1
0,54,26,500,0,0,2,1
8415,36,0,2,0,0,2,1
13354,52,25,533,0,0,2,1
9564,30,22,270,0,0,2,1
0,34,23,342,0,0,2,1
42506,20,11,294,0,0,2,1
50,34,26,302,0,0,2,1
0,34,21,316,0,0,2,1
0,50,18,685,0,0,2,1
0,26,11,302,0,0,2,1
0,35,18,365,0,0,2,1
0,29,23,306,0,0,2,1
25,16,15,268,0,0,2,1
0,63,28,535,0,0,2,1
12625,26,15,284,0,0,2,1
86402,34,20,280,0,0,2,1
0,37,12,317,0,0,2,1
146,41,20,332,0,0,2,1
0,27,24,294,0,0,2,1
372,34,14,319,0,0,2,1
2550,23,10,297,0,0,2,1
327,27,16,318,0,0,2,1
0,21,18,267,0,0,2,1
0,35,17,313,0,0,2,1
48,29,18,325,0,0,2,1
875,30,9,264,0,0,2,1
16009,33,24,336,0,0,2,1
21,25,14,302,0,0,2,1
3815,31,13,327,0,0,2,1
0,37,23,310,0,0,2,1
0,32,17,308,0,0,2,1
0,33,11,345,0,0,2,1
0,33,18,266,0,0,2,1
11767,34,16,275,0,0,2,1
2189,25,20,313,0,0,2,1
0,38,13,320,0,0,2,1
21,22,17,262,0,0,2,1
628,20,17,304,0,0,2,1
563,23,12,269,0,0,2,1
1033,47,16,328,0,0,2,1
6,19,16,289,0,0,2,1
0,67,22,668,5,0,2,1
0,25,18,308,0,0,2,1
0,37,20,326,0,0,2,1
0,31,16,315,0,0,2,1
0,32,14,293,0,0,2,1
0,32,20,287,0,0,2,1
1,54,21,514,0,0,2,1
293,26,13,282,0,0,2,1
0,25,15,274,0,0,2,1
49,31,14,307,0,0,2,1
44,28,18,297,0,0,2,1
494,28,25,269,0,0,2,1
12,21,17,303,0,0,2,1
1,20,15,319,0,0,2,1
1624,24,12,272,0,0,2,1
0,23,18,284,0,0,2,1
21,20,18,277,0,0,2,1
1145,26,15,308,0,0,2,1
111,30,20,313,0,0,2,1
256,31,19,267,0,0,2,1
0,23,19,319,0,0,2,1
171,33,13,341,0,0,2,1
10471,29,19,228,0,0,2,1
1906,32,21,289,0,0,2,1
2513,17,21,284,0,0,2,1
12122,31,15,317,0,0,2,1
363,23,16,299,0,0,2,1
11305,30,16,293,0,0,2,1
226,29,19,298,0,0,2,1
440,27,14,289,0,0,2,1
13094,23,23,288,0,0,2,1
2293,26,19,280,0,0,2,1
739,34,10,281,0,0,2,1
0,22,12,314,0,0,2,1
342,35,21,255,0,0,2,1
1,23,17,295,0,0,2,1
1342,33,10,266,0,0,2,1
1214,40,16,305,0,0,2,1
229,35,12,307,0,0,2,1
6345,23,14,263,0,0,2,1
0,27,14,285,0,0,2,1
10,26,16,302,0,0,2,1
3162,32,17,267,0,0,2,1
80,25,18,267,0,0,2,1
2903,28,22,279,0,0,2,1
327,29,15,270,0,0,2,1
129,24,18,267,0,0,2,1
2581,24,15,301,0,0,2,1
10264,32,15,276,0,0,2,1
4427,31,8,259,0,0,2,1
1410,29,6,245,0,0,2,1
15,28,20,288,0,0,2,1
137,39,16,277,0,0,2,1
5196,26,13,262,0,0,2,1
286,24,12,307,0,0,2,1
2,20,16,303,0,0,2,1
3002,26,12,278,0,0,2,1
750,31,18,270,0,0,2,1
15,25,24,270,0,0,2,1
14245,26,12,288,0,0,2,1
0,29,16,262,0,0,2,1
8374,29,7,241,0,0,2,1
681,29,23,307,0,0,2,1
36,20,12,272,0,0,2,1
20,27,19,272,0,0,2,1
526,30,16,273,0,0,2,1
0,24,17,288,0,0,2,1
1,24,22,260,0,0,2,1
3278,25,11,280,0,0,2,1
6934,27,16,299,0,0,2,1
5920,22,21,279,0,0,2,1
18165,23,17,287,0,0,2,1
14871,24,17,316,0,0,2,1
3165,34,15,274,0,0,2,1
0,29,17,283,0,0,2,1
256,31,20,295,0,0,2,1
2406,27,18,320,2,0,2,1
96090,16,13,294,0,0,2,1
809,17,23,263,0,0,2,1
57,31,15,316,0,0,2,1
1854,28,16,288,0,0,2,1
30244,31,12,290,0,0,2,1
48473,35,16,302,0,0,2,1
5897,29,19,313,0,0,2,1
13237,22,22,274,0,0,2,1
1,27,18,272,0,0,2,1
0,17,20,276,0,0,2,1
2070,36,18,301,0,0,2,1
17,23,16,314,0,0,2,1
903,29,22,278,0,0,2,1
1781,25,15,289,0,0,2,1
0,28,16,331,0,0,2,1
1496,29,11,293,0,0,2,1
3417,36,14,303,1,0,2,1
3013,32,12,308,0,0,2,1
6363,31,13,287,0,0,2,1
21537,44,12,298,0,0,2,1
25,27,11,307,0,0,2,1
20,24,10,306,0,0,2,1
4,24,13,283,0,0,2,1
0,63,16,637,0,0,2,1
7643,20,11,282,0,0,2,1
34206,55,17,569,0,0,2,1
731,32,14,285,0,0,2,1
284,31,20,288,0,0,2,1
7,67,27,681,0,0,2,1
67,30,18,264,0,0,2,1
380,20,11,289,0,0,2,1
23,60,21,635,0,0,2,1
4534,30,16,308,0,0,2,1
0,24,22,280,0,0,2,1
1067,61,21,649,0,0,2,1
2,27,12,283,0,0,2,1
53,24,18,271,0,0,2,1
1053,56,30,614,0,0,2,1
412,20,21,277,0,0,2,1
6757,32,9,287,0,0,2,1
39873,27,15,294,0,0,2,1
8670,57,25,577,0,0,2,1
109,27,20,289,0,0,2,1
9615,38,20,332,0,0,2,1
82,25,22,266,0,0,2,1
3886,22,18,244,0,0,2,1
529,26,21,259,0,0,2,1
0,37,18,549,0,0,2,1
1060,28,15,270,0,0,2,1
1175,29,13,273,0,0,2,1
8417,32,8,291,0,0,2,1
2554,28,12,295,0,0,2,1
42,26,16,280,0,0,2,1
327,33,21,291,0,0,2,1
387,30,25,262,0,0,2,1
440,20,13,256,0,0,2,1
0,25,18,319,0,0,2,1
2593,35,18,286,0,0,2,1
2507,29,17,281,0,0,2,1
675,17,20,282,0,0,2,1
2182,25,25,250,0,0,2,1
265,26,17,278,0,0,2,1
59,38,14,283,0,0,2,1
0,30,17,276,0,0,2,1
5033,28,14,249,0,0,2,1
5370,20,15,296,0,0,2,1
3227,24,17,273,0,0,2,1
206,28,13,282,0,0,2,1
44150,32,9,308,0,0,2,1
36,28,14,281,0,0,2,1
1,29,18,280,0,0,2,1
1738,26,10,237,0,0,2,1
65,28,16,266,0,0,2,1
917,27,16,255,0,0,2,1
355,23,21,253,0,0,2,1
469,25,13,326,0,0,2,1
28,29,19,303,0,0,2,1
303,26,21,269,0,0,2,1
4634,25,19,302,0,0,2,1
213,24,12,294,0,0,2,1
3980,38,11,262,0,0,2,1
2103,20,19,257,0,0,2,1
4947,35,21,270,0,0,2,1
25032,30,18,247,0,0,2,1
29,22,22,258,0,0,2,1
254,30,11,258,0,0,2,1
21499,28,13,276,0,0,2,1
1059,18,18,276,0,0,2,1
573,25,21,274,0,0,2,1
3351,26,16,278,0,0,2,1
24257,27,17,311,0,0,2,1
1696,24,26,276,0,0,2,1
505,32,16,264,0,0,2,1
175,25,17,270,0,0,2,1
175,28,14,249,0,0,2,1
4658,25,15,267,0,0,2,1
72,25,14,269,0,0,2,1
16613,29,14,284,0,0,2,1
0,26,9,299,0,0,2,1
10199,27,25,306,0,0,2,1
230,26,15,274,0,0,2,1
0,22,13,251,0,0,2,1
11761,35,13,275,0,0,2,1
1,19,13,263,0,0,2,1
86,22,13,260,0,0,2,1
327,28,13,247,0,0,2,1
2826,33,22,319,0,0,2,1
274,37,21,294,0,0,2,1
2,29,13,306,0,0,2,1
3526,38,12,236,0,0,2,1
8611,24,20,250,0,0,2,1
371,23,10,263,0,0,2,1
2868,29,14,280,0,0,2,1
18120,37,20,290,0,0,2,1
144,31,15,261,0,0,2,1
1541,24,12,245,0,0,2,1
547,24,9,264,0,0,2,1
2153,32,14,296,0,0,2,1
1129,25,20,263,0,0,2,1
7483,27,14,285,0,0,2,1
6612,20,19,243,0,0,2,1
487,20,21,267,0,0,2,1
3910,20,14,254,0,0,2,1
47,36,13,290,0,0,2,1
0,28,15,285,0,0,2,1
236,24,17,233,0,0,2,1
1409,29,13,280,0,0,2,1
5555,24,15,235,0,0,2,1
108,18,12,255,0,0,2,1
676,37,42,404,0,0,2,1
52,33,18,264,0,0,2,1
1987,20,17,244,0,0,2,1
13831,29,12,239,0,0,2,1
27901,29,15,297,0,0,2,1
27235,20,12,254,0,0,2,1
4711,26,23,279,0,0,2,1
12081,31,18,250,0,0,2,1
1276,23,18,233,0,0,2,1
16503,40,23,272,0,0,2,1
94,29,11,245,0,0,2,1
1044,27,22,275,0,0,2,1
7689,29,14,248,0,0,2,1
294,37,16,297,0,0,2,1
0,23,21,254,0,0,2,1
17,26,11,230,0,0,2,1
3,30,15,264,0,0,2,1
279,38,22,302,0,0,2,1
38,28,20,239,0,0,2,1
0,26,21,281,0,0,2,1
3487,27,13,275,0,0,2,1
4331,32,16,251,0,0,2,1
47,30,13,274,0,0,2,1
418,31,20,259,0,0,2,1
6,29,18,291,0,0,2,1
498,56,25,522,0,0,2,1
507,36,15,252,0,0,2,1
45,13,21,273,0,0,2,1
47,22,11,253,0,0,2,1
7033,26,12,307,0,0,2,1
757,30,22,303,0,0,2,1
335,34,20,280,0,0,2,1
5275,28,17,281,0,0,2,1
327,30,14,265,0,0,2,1
1,17,20,259,0,0,2,1
3959,30,15,271,0,0,2,1
1484,29,11,275,0,0,2,1
0,53,13,299,0,0,2,1
1293,35,16,294,0,0,2,1
4877,36,16,290,0,0,2,1
124,35,12,301,0,0,2,1
6088,26,13,238,0,0,2,1
37062,32,12,286,0,0,2,1
76,29,17,252,0,0,2,1
394,34,12,260,0,0,2,1
1727,40,16,284,0,0,2,1
5987,28,25,272,0,0,2,1
2754,26,17,278,0,0,2,1
1440,27,7,296,0,0,2,1
21216,37,20,300,0,0,2,1
1433,32,23,284,0,0,2,1
379,61,42,435,0,0,2,1
6285,32,17,300,0,0,2,1
1,19,13,275,0,0,2,1
2587,24,10,259,0,0,2,1
53,37,12,290,0,0,2,1
24849,22,12,252,0,0,2,1
433,14,10,237,0,0,2,1
155,34,13,237,0,0,2,1
7628,22,15,216,0,0,2,1
35,34,14,251,0,0,2,1
932,21,14,251,0,0,2,1
124,22,11,241,0,0,2,1
3976,29,7,221,0,0,2,1
92,35,12,242,0,0,2,1
13662,30,11,272,0,0,2,1
0,33,9,237,0,0,2,1
114,22,7,263,0,0,2,1
202,31,12,201,0,0,2,1
7834,26,17,215,0,0,2,1
10,31,8,233,0,0,2,1
0,28,19,224,0,0,2,1
14914,32,15,256,0,0,2,1
327,28,8,240,0,0,2,1
354,20,11,207,0,0,2,1
19,30,12,224,0,0,2,1
2649,14,5,190,0,0,2,1
2721,28,7,205,0,0,2,1
1622,19,14,265,0,0,2,1
14186,29,9,197,0,0,2,1
0,24,16,268,0,0,2,1
0,22,11,244,0,0,2,1
3082,24,14,204,0,0,2,1
4899,31,11,242,0,0,2,1
8773,26,18,219,0,0,2,1
2373,26,11,218,0,0,2,1
1873,37,16,227,0,0,2,1
1369,26,8,232,0,0,2,1
23,24,16,214,0,0,2,1
5075,19,12,228,0,0,2,1
484,25,8,203,0,0,2,1
7207,35,13,221,0,0,2,1
28,18,7,201,0,0,2,1
745,25,8,210,0,0,2,1
54,17,6,204,0,0,2,1
1072,27,14,202,0,0,2,1
2,34,11,228,0,0,2,1
42,23,12,210,0,0,2,1
35,19,16,216,0,0,2,1
0,25,8,222,0,0,2,1
0,28,9,224,0,0,2,1
2160,23,12,214,0,0,2,1
13543,27,8,219,0,0,2,1
43260,30,11,228,0,0,2,1
5311,20,14,201,0,0,2,1
3373,21,15,236,0,0,2,1
621,32,11,253,0,0,2,1
3209,21,12,211,0,0,2,1
6637,27,13,204,0,0,2,1
141,21,7,210,0,0,2,1
1268,26,11,203,0,0,2,1
65,2,0,37,0,0,2,1
927,1,0,34,0,0,2,1
355,4,1,23,0,0,2,1
0,3,0,35,0,0,2,1
31025,3,1,22,0,0,2,1
154,3,2,44,0,0,2,1
812,4,1,32,0,0,2,1
2535,3,1,33,0,0,2,1
1234,2,1,30,0,0,2,1
390,3,2,29,0,0,2,1
20,4,0,37,0,0,2,1
1860,3,2,42,0,0,2,1
17708,3,2,24,0,0,2,1
136,2,2,26,0,0,2,1
0,3,1,22,0,0,2,1
117,2,0,36,0,0,2,1
880,2,0,40,0,0,2,1
664,3,3,46,0,0,2,1
4047,0,0,32,0,0,2,1
59638,1,1,33,0,0,2,1
125456,3,1,27,0,0,2,1
2563,1,1,32,0,0,2,1
244,2,0,21,0,0,2,1
95,4,2,43,0,0,2,1
0,2,1,24,0,0,2,1
239,3,1,42,0,0,2,1
86,2,0,39,0,0,2,1
5885,4,4,36,0,0,2,1
532,3,0,37,0,0,2,1
729,3,1,39,0,0,2,1
5758,4,3,31,0,0,2,1
7645,2,2,38,0,0,2,1
685,2,0,31,0,0,2,1
352,5,0,31,0,0,2,1
76,3,3,32,0,0,2,1
1004,3,1,42,0,0,2,1
6,4,0,17,0,0,2,1
3502,4,0,41,0,0,2,1
5881,2,2,24,0,0,2,1
0,3,1,44,0,0,2,1
0,1,2,21,0,0,2,1
957,3,2,48,0,0,2,1
1895,3,0,48,0,0,2,1
327,2,0,38,0,0,2,1
0,5,1,36,0,0,2,1
0,3,0,32,0,0,2,1
562,1,0,11,0,0,2,1
5,1,1,32,0,0,2,1
51,3,3,54,0,0,2,1
10936,3,1,22,0,0,2,1
1194,2,0,31,0,0,2,1
40,5,0,41,0,0,2,1
2065,3,0,29,0,0,2,1
1675,4,0,40,0,0,2,1
1684,2,0,31,0,0,2,1
38,4,0,36,0,0,2,1
5,2,2,29,0,0,2,1
2,1,1,32,0,0,2,1
4098,3,1,34,0,0,2,1
1445,4,1,45,0,0,2,1
13,3,0,21,0,0,2,1
1456,2,1,36,0,0,2,1
41942,1,4,25,0,0,2,1
1,3,0,39,0,0,2,1
452,1,1,24,0,0,2,1
2460,1,2,22,0,0,2,1
2831,3,0,42,0,0,2,1
880,2,0,28,0,0,2,1
285,4,0,33,0,0,2,1
400,2,1,38,0,0,2,1
5369,2,3,36,0,0,2,1
187,0,1,21,0,0,2,1
3203,2,0,29,0,0,2,1
13525,2,0,33,0,0,2,1
6645,2,1,36,0,0,2,1
5,2,6,45,0,0,2,1
353,3,3,33,0,0,2,1
599,3,1,38,0,0,2,1
72,4,1,24,0,0,2,1
13,3,0,30,0,0,2,1
9404,1,1,25,0,0,2,1
170,1,1,20,0,0,2,1
6,3,1,23,0,0,2,1
2972,0,1,24,0,0,2,1
332,4,1,24,0,0,2,1
473,3,0,34,0,0,2,1
7739,1,1,23,0,0,2,1
1590,1,2,26,0,0,2,1
38210,4,0,25,0,0,2,1
3997,2,3,24,0,0,2,1
0,6,2,26,0,0,2,1
327,3,1,34,0,0,2,1
676,3,1,22,0,0,2,1
7876,2,0,25,0,0,2,1
942,0,1,34,0,0,2,1
170,3,0,24,0,0,2,1
43,4,0,28,0,0,2,1
4637,1,1,21,0,0,2,1
0,2,1,22,0,0,2,1
87,1,0,25,0,0,2,1
1169,3,0,24,0,0,2,1
18,2,1,26,0,0,2,1
761,3,1,28,0,0,2,1
834,2,1,18,0,0,2,1
22,3,0,31,0,0,2,1
3834,1,1,9,0,0,2,1
183,4,0,28,0,0,2,1
595,2,1,17,0,0,2,1
221,4,1,27,0,0,2,1
2519,3,0,19,0,0,2,1
946,3,1,20,0,0,2,1
386,1,1,19,0,0,2,1
47,6,0,19,0,0,2,1
1422,1,0,16,0,0,2,1
36745,0,0,17,0,0,2,1
913,2,1,21,0,0,2,1
707,0,0,20,0,0,2,1
521,2,1,8,0,0,2,1
10919,3,0,15,0,0,2,1
1871,1,0,17,0,0,2,1
159,3,0,16,0,0,2,1
4573,1,2,19,0,0,2,1
993,2,2,15,0,0,2,1
12933,1,1,17,0,0,2,1
314,1,2,20,0,0,2,1
71,2,0,15,0,0,2,1
0,2,1,20,0,0,2,1
313,2,1,14,0,0,2,1
1009,1,0,18,0,0,2,1
1,1,2,15,0,0,2,1
781,2,2,15,0,0,2,1
3459,2,1,18,0,0,2,1
7,3,1,22,0,0,2,1
253,2,0,18,0,0,2,1
34,2,0,22,0,0,2,1
0,2,0,24,0,0,2,1
11654,1,1,12,0,0,2,1
874,1,1,21,0,0,2,1
0,2,1,19,0,0,2,1
523,1,0,17,0,0,2,1
0,0,1,17,0,0,2,1
327,2,0,15,0,0,2,1
251,2,0,16,0,0,2,1
35222,0,0,17,0,0,2,1
